group,lever,factor,baseline_T,counterfactual_T,delta_T,delta_T_pct,baseline_margin,counterfactual_margin,delta_margin,baseline_P_D,counterfactual_P_D,delta_P_D
Anglosphere ex-US,alpha,0.9,752.1233876326331,753.6643893083141,1.5410016756809455,0.20488681791047186,632.344906619975,633.8859082956559,1.5410016756809455,650.9961188907274,650.0360544948585,-0.9600643958689261
Anglosphere ex-US,alpha,0.95,752.1233876326331,752.8731672493267,0.7497796166935586,0.09968837946304905,632.344906619975,633.0946862366685,0.7497796166935586,650.9961188907274,650.5290091183667,-0.4671097723606863
Anglosphere ex-US,alpha,1.05,752.1233876326331,751.4118776649799,-0.7115099676532282,-0.0946001652591553,632.344906619975,631.6333966523217,-0.7115099676532282,650.9961188907274,651.4393644241563,0.4432455334289216
Anglosphere ex-US,alpha,1.1,752.1233876326331,750.7357802941623,-1.3876073384708434,-0.1844919811413451,632.344906619975,630.9572992815041,-1.3876073384708434,650.9961188907274,651.8605289361532,0.8644100454257568
Anglosphere ex-US,alpha,1.2,752.1233876326331,749.4797498059561,-2.643637826677036,-0.3514899111165911,632.344906619975,629.7012687932979,-2.643637826677036,650.9961188907274,652.6429017252001,1.646782834472674
Anglosphere ex-US,beta,0.9,752.1233876326331,749.1221527110993,-3.0012349215338645,-0.3990349151328062,632.344906619975,629.3436716984411,-3.0012349215338645,650.9961188907274,650.0845303615073,-0.9115885292201256
Anglosphere ex-US,beta,0.95,752.1233876326331,750.6966240816232,-1.4267635510099126,-0.18969807008671302,632.344906619975,630.918143068965,-1.4267635510099126,650.9961188907274,650.5917842798224,-0.40433461090503897
Anglosphere ex-US,beta,1.05,752.1233876326331,753.422277412131,1.2988897794979266,0.17269636882138226,632.344906619975,633.6437963994729,1.2988897794979266,650.9961188907274,651.3145790713309,0.31846018060343795
Anglosphere ex-US,beta,1.1,752.1233876326331,754.6097340238222,2.486346391189045,0.3305769282105445,632.344906619975,634.831253011164,2.486346391189045,650.9961188907274,651.5610454824355,0.5649265917080584
Anglosphere ex-US,beta,1.2,752.1233876326331,756.7031535109999,4.579765878366743,0.6089115102220013,632.344906619975,636.9246724983417,4.579765878366743,650.9961188907274,651.8815706548767,0.8854517641492521
Anglosphere ex-US,h_D,0.9,752.1233876326331,750.6113369656944,-1.5120506669387623,-0.20103758130671345,632.344906619975,630.8328559530362,-1.5120506669387623,650.9961188907274,651.0974997924791,0.1013809017516678
Anglosphere ex-US,h_D,0.95,752.1233876326331,751.3852997786508,-0.7380878539822788,-0.09813387884472889,632.344906619975,631.6068187659927,-0.7380878539822788,650.9961188907274,651.0456067615563,0.04948787082889794
Anglosphere ex-US,h_D,1.05,752.1233876326331,752.8280384317501,0.7046507991169619,0.09368819141961603,632.344906619975,633.0495574190919,0.7046507991169619,650.9961188907274,650.9488728180155,-0.04724607271191417
Anglosphere ex-US,h_D,1.1,752.1233876326331,753.5014739923593,1.378086359726126,0.18322610124699884,632.344906619975,633.7229929797011,1.378086359726126,650.9961188907274,650.9037195717673,-0.09239931896013331
Anglosphere ex-US,h_D,1.2,752.1233876326331,754.7626440941353,2.639256461502214,0.3509073783504431,632.344906619975,634.9841630814772,2.639256461502214,650.9961188907274,650.8191587922184,-0.176960098508971
Anglosphere ex-US,h_A,0.9,752.1233876326331,751.8839366033877,-0.23945102924540151,-0.03183666844865605,632.344906619975,632.1054555907295,-0.23945102924540151,650.9961188907274,650.4628124651852,-0.5333064255422642
Anglosphere ex-US,h_A,0.95,752.1233876326331,752.0095015780862,-0.11388605454692424,-0.01514193766868352,632.344906619975,632.231020565428,-0.11388605454692424,650.9961188907274,650.742467744191,-0.25365114653641285
Anglosphere ex-US,h_A,1.05,752.1233876326331,752.2271518011979,0.10376416856479409,0.01379616300609929,632.344906619975,632.4486707885397,0.10376416856479409,650.9961188907274,651.2272318424418,0.23111295171440815
Anglosphere ex-US,h_A,1.1,752.1233876326331,752.3220859832289,0.1986983505958051,0.026418318305620518,632.344906619975,632.5436049705708,0.1986983505958051,650.9961188907274,651.4386826839929,0.4425637932654354
Anglosphere ex-US,h_A,1.2,752.1233876326331,752.4896194491687,0.36623181653556003,0.04869304991143849,632.344906619975,632.7111384365105,0.36623181653556003,650.9961188907274,651.8118479029672,0.8157290122397853
Anglosphere ex-US,p_D,0.9,752.1233876326331,751.9152610429956,-0.20812658963757258,-0.027671867815820383,632.344906619975,632.1367800303374,-0.20812658963757258,650.9961188907274,642.5480884751653,-8.44803041556213
Anglosphere ex-US,p_D,0.95,752.1233876326331,752.0244852700507,-0.09890236258240748,-0.013149752315735102,632.344906619975,632.2460042573925,-0.09890236258240748,650.9961188907274,646.9546459693029,-4.041472921424543
Anglosphere ex-US,p_D,1.05,752.1233876326331,752.2133652705485,0.08997763791535363,0.011963148519894487,632.344906619975,632.4348842578903,0.08997763791535363,650.9961188907274,654.7160735492974,3.719954658570032
Anglosphere ex-US,p_D,1.1,752.1233876326331,752.2955740550891,0.17218642245597948,0.022893374316938827,632.344906619975,632.5170930424309,0.17218642245597948,650.9961188907274,658.151409620351,7.15529072962363
Anglosphere ex-US,p_D,1.2,752.1233876326331,752.4403898351069,0.3170022024737591,0.04214763264729052,632.344906619975,632.6619088224487,0.3170022024737591,650.9961188907274,664.2895988238213,13.293479933093863
