rate_name,current_rate,critical_factor,critical_rate,T_at_critical,is_within_bounds,direction,note,group,target,T_equilibrium,M_threshold,proximity
I0,1.5603713544111737,0.2990497528685888,0.4666286679198867,119.77848101265822,True,1,crossing_found,Anglosphere ex-US,domestic_PIs,411.2006339256478,119.77848101265822,0.7009502471314112
I0,1.5603713544111737,0.2534143873897802,0.3954205508786692,119.77848101265822,True,1,crossing_found,Anglosphere ex-US,domestic_active,411.2006339256478,119.77848101265822,0.7465856126102197
I0,2.77344948925106,0.1859063598034117,0.515601898645296,129.0692124105012,True,1,crossing_found,Continental Europe,domestic_PIs,632.6740491806158,129.0692124105012,0.8140936401965884
I0,2.77344948925106,0.167570916476206,0.4647494727142657,129.0692124105012,True,1,crossing_found,Continental Europe,domestic_active,632.6740491806158,129.0692124105012,0.832429083523794
I0,1.5178876194691953,0.0696190802880021,0.1056739400479904,66.04072398190046,True,1,crossing_found,Hindu,domestic_PIs,781.2337582644885,66.04072398190046,0.9303809197119979
I0,1.5178876194691953,0.0657073447028566,0.0997363650326608,66.04072398190046,True,1,crossing_found,Hindu,domestic_active,781.2337582644885,66.04072398190046,0.9342926552971434
I0,1.1658954861126645,0.2658811330132,0.3099896128226108,126.52032520325204,True,1,crossing_found,Islamic,domestic_PIs,469.0598154691808,126.52032520325204,0.7341188669868
I0,1.1658954861126645,0.2437272729063947,0.2841605273241151,126.52032520325204,True,1,crossing_found,Islamic,domestic_active,469.0598154691808,126.52032520325204,0.7562727270936053
d,0.0133978920453826,1.454896313189703,0.0194925437413407,50.47533632286996,True,-1,crossing_found,Japanese,domestic_PIs,129.34514016208158,50.47533632286996,0.454896313189703
I0,1.4384263987258503,0.3345781400278452,0.4812660290526467,50.47533632286996,True,1,crossing_found,Japanese,domestic_active,129.34514016208158,50.47533632286996,0.6654218599721549
I0,1.1532296706553111,0.4775679770677092,0.5507455609093175,104.59615384615384,True,1,crossing_found,Other Civilizations,domestic_PIs,234.3394457306839,104.59615384615384,0.5224320229322907
I0,1.1532296706553111,0.4095911467607391,0.4723526632822184,104.59615384615384,True,1,crossing_found,Other Civilizations,domestic_active,234.3394457306839,104.59615384615384,0.5904088532392608
I0,0.8740144451279236,0.2219788155067448,0.1940126912652813,57.16981132075472,True,1,crossing_found,Other Western,domestic_PIs,270.31817325705515,57.16981132075472,0.7780211844932552
I0,0.8740144451279236,0.1846227931937998,0.1613629881512463,57.16981132075472,True,1,crossing_found,Other Western,domestic_active,270.31817325705515,57.16981132075472,0.8153772068062002
I0,2.388363239638916,0.100988493715601,0.2411972060168473,112.34408602150538,True,1,crossing_found,Sinic,domestic_PIs,940.824291928775,112.34408602150538,0.899011506284399
I0,2.388363239638916,0.0953613583268447,0.2277575627098703,112.34408602150538,True,1,crossing_found,Sinic,domestic_active,940.824291928775,112.34408602150538,0.9046386416731553
I0,2.8488632583113103,0.2734643619145416,0.7790625731158846,132.49329758713137,True,1,crossing_found,United States,domestic_PIs,462.02573850130506,132.49329758713137,0.7265356380854584
I0,2.8488632583113103,0.239374190613882,0.6819443366278967,132.49329758713137,True,1,crossing_found,United States,domestic_active,462.02573850130506,132.49329758713137,0.760625809386118
