rate,value,target_value_after_1pct_change,elasticity,group,target,M_threshold
I0,2.8488632583113103,466.19341246770614,0.9020436783283904,United States,domestic_active,132.49329758713137
r,0.0039562805261539324,462.63094234160275,0.1309892046838817,United States,domestic_active,132.49329758713137
beta,0.0356674943938732,462.1679941375682,0.030789547942628778,United States,domestic_active,132.49329758713137
h_D,0.2675082704370338,462.1623658799979,0.029571378238798247,United States,domestic_active,132.49329758713137
p_D,0.0632720369798097,462.03911976459295,0.002896215983832972,United States,domestic_active,132.49329758713137
h_A,0.3744665341942487,462.02884918761725,0.0006732712169430143,United States,domestic_active,132.49329758713137
p_A,0.0398558000503746,462.0264542692849,0.0001549195034378055,United States,domestic_active,132.49329758713137
alpha,0.0757893595191578,461.8880080905368,-0.02981011646992198,United States,domestic_active,132.49329758713137
epsilon,0.007142857142857143,461.5776361066398,-0.09698645710059685,United States,domestic_active,132.49329758713137
d,0.0068112401162406,457.1410195662289,-1.0572395708777897,United States,domestic_active,132.49329758713137
I0,2.8488632583113103,416.0182416367457,0.9020436783283909,United States,domestic_PIs,132.49329758713137
r,0.0039562805261539324,412.83919080052726,0.13098920468387237,United States,domestic_PIs,132.49329758713137
p_D,0.0632720369798097,412.671051010605,0.09020818421695663,United States,domestic_PIs,132.49329758713137
h_D,0.2675082704370338,412.4596715685447,0.03893971672967136,United States,domestic_PIs,132.49329758713137
beta,0.0356674943938732,412.41325000998313,0.027680522634797537,United States,domestic_PIs,132.49329758713137
p_A,0.0398558000503746,412.3190053069067,0.0048221904884617845,United States,domestic_PIs,132.49329758713137
h_A,0.3744665341942487,412.30652268602637,0.0017946262347079821,United States,domestic_PIs,132.49329758713137
alpha,0.0757893595191578,412.2219192304485,-0.01872529504679092,United States,domestic_PIs,132.49329758713137
epsilon,0.007142857142857143,411.8992491452928,-0.0969864571005963,United States,domestic_PIs,132.49329758713137
d,0.0068112401162406,407.48621008920213,-1.167335338534114,United States,domestic_PIs,132.49329758713137
