rate,value,target_value_after_1pct_change,elasticity,group,target,M_threshold,period
alpha,0.047947012075296815,487.736454581078,0.019906391849780256,Other Civilizations,domestic_PIs,104.59615384615385,late
p_A,0.019178804830118728,487.7319426396292,0.018981129944263632,Other Civilizations,domestic_PIs,104.59615384615385,late
beta,0.13862943611198905,487.6030831560032,-0.007444029317298794,Other Civilizations,domestic_PIs,104.59615384615385,late
d,0.004833965388312767,475.2250469995606,-2.545802616324485,Other Civilizations,domestic_PIs,104.59615384615385,late
r,0.0022451653387633996,945.8853522586894,1.0101010100568244,Sinic,domestic_active,112.34408602150538,late
I0,1.9842838426286562,945.7907637238774,1.0000000000000118,Sinic,domestic_active,112.34408602150538,late
p_D,0.09241962407465937,936.7548988738845,0.03506950495478719,Sinic,domestic_active,112.34408602150538,late
beta,0.1203972804325936,936.7515967598506,0.03471687567332821,Sinic,domestic_active,112.34408602150538,late
h_D,0.08664339756999316,936.7250256614309,0.03187937604516092,Sinic,domestic_active,112.34408602150538,late
h_A,0.20117973905426256,936.5867540218896,0.01711349322063496,Sinic,domestic_active,112.34408602150538,late
p_A,0.05406201441442192,936.4737303273934,0.005043811868303449,Sinic,domestic_active,112.34408602150538,late
alpha,0.17160323619685972,936.3154478916236,-0.011859002819584106,Sinic,domestic_active,112.34408602150538,late
d,0.004117109564095658,917.0457596477205,-2.0696487246934385,Sinic,domestic_active,112.34408602150538,late
r,0.0022451653387633996,892.73029432329,1.0101010100568217,Sinic,domestic_PIs,112.34408602150538,late
I0,1.9842838426286562,892.6410212942482,1.0000000000000027,Sinic,domestic_PIs,112.34408602150538,late
p_D,0.09241962407465937,884.4228820481628,0.07013900991112164,Sinic,domestic_PIs,112.34408602150538,late
h_D,0.08664339756999316,884.1413858061044,0.03828844538443241,Sinic,domestic_PIs,112.34408602150538,late
beta,0.1203972804325936,884.022726948799,0.024862505614751458,Sinic,domestic_PIs,112.34408602150538,late
h_A,0.20117973905426256,884.0040781941645,0.02275244773801504,Sinic,domestic_PIs,112.34408602150538,late
p_A,0.05406201441442192,883.8921461007892,0.010087623736852349,Sinic,domestic_PIs,112.34408602150538,late
alpha,0.17160323619685972,883.8288794900135,0.0029291719786279547,Sinic,domestic_PIs,112.34408602150538,late
d,0.004117109564095658,865.0134944326651,-2.1259825018730276,Sinic,domestic_PIs,112.34408602150538,late
