rate_name,current_rate,critical_factor,critical_rate,T_at_critical,is_within_bounds,direction,note,group,target,T_equilibrium,M_threshold
alpha,0.1950118754417091,20.0,3.9002375088341816,371.0250453364178,False,-1,no_crossing_in_scanned_range,Anglosphere ex-US,domestic_active,384.14909031496506,119.77848101265822
beta,0.0559615787935422,0.001,5.59615787935422e-05,179.9106592647274,False,1,no_crossing_in_scanned_range,Anglosphere ex-US,domestic_active,384.14909031496506,119.77848101265822
h_D,0.150496600540742,0.001,0.000150496600540742,370.4249686080198,False,1,no_crossing_in_scanned_range,Anglosphere ex-US,domestic_active,384.14909031496506,119.77848101265822
h_A,0.3805653047154277,0.001,0.0003805653047154277,369.40065530702066,False,1,no_crossing_in_scanned_range,Anglosphere ex-US,domestic_active,384.14909031496506,119.77848101265822
p_D,0.0191788048301187,,,384.14909031496506,False,0,no_effect,Anglosphere ex-US,domestic_active,384.14909031496506,119.77848101265822
p_A,0.0732408192445406,20.0,1.464816384890812,384.14909031496506,False,-1,no_crossing_in_scanned_range,Anglosphere ex-US,domestic_active,384.14909031496506,119.77848101265822
d,0.0039699424434524,2.997159379781706,0.011898550231586867,119.77848101265822,True,-1,crossing_found,Anglosphere ex-US,domestic_active,384.14909031496506,119.77848101265822
I,1.588235294117647,0.3118020686042793,0.49521505013620826,119.77848101265822,True,1,crossing_found,Anglosphere ex-US,domestic_active,384.14909031496506,119.77848101265822
alpha,0.1950118754417091,0.001,0.0001950118754417091,322.95643439010985,False,1,no_crossing_in_scanned_range,Anglosphere ex-US,domestic_PIs,384.14909031496506,119.77848101265822
beta,0.0559615787935422,0.001,5.59615787935422e-05,145.7902042722607,False,1,no_crossing_in_scanned_range,Anglosphere ex-US,domestic_PIs,384.14909031496506,119.77848101265822
h_D,0.150496600540742,20.0,3.0099320108148397,331.56143749018776,False,-1,no_crossing_in_scanned_range,Anglosphere ex-US,domestic_PIs,384.14909031496506,119.77848101265822
h_A,0.3805653047154277,0.001,0.0003805653047154277,298.49908004372367,False,1,no_crossing_in_scanned_range,Anglosphere ex-US,domestic_PIs,384.14909031496506,119.77848101265822
p_D,0.0191788048301187,0.010533070036813363,0.0002020116944980147,119.77848101265822,True,1,crossing_found,Anglosphere ex-US,domestic_PIs,384.14909031496506,119.77848101265822
p_A,0.0732408192445406,0.001,7.32408192445406e-05,314.2567323535597,False,1,no_crossing_in_scanned_range,Anglosphere ex-US,domestic_PIs,384.14909031496506,119.77848101265822
