rate,value,target_value_after_1pct_change,elasticity,group,target,M_threshold,abs_elasticity
d,0.0039699424434524,636.0701580253775,-2.292787995538772,Anglosphere ex-US,domestic_PIs,119.77848101265822,2.292787995538772
r,0.0023883376891262,657.5718372623005,1.0101010099381027,Anglosphere ex-US,domestic_PIs,119.77848101265822,1.0101010099381027
I0,1.5547985664698791,657.5060800796344,0.999999999999962,Anglosphere ex-US,domestic_PIs,119.77848101265822,0.999999999999962
d,0.004632311607725,1034.5044182166453,-2.186141880829189,Continental Europe,domestic_PIs,129.0692124105012,2.186141880829189
r,0.0026128655224511,1068.3087017383898,1.0101010099611465,Continental Europe,domestic_PIs,129.0692124105012,1.0101010099611465
I0,2.7634335047483307,1068.201870869695,1.0000000000000036,Continental Europe,domestic_PIs,129.0692124105012,1.0000000000000036
d,0.0020204246761597,1395.3914296728994,-2.05934528666736,Hindu,domestic_PIs,66.04072398190046,2.05934528666736
r,0.0010637672526172,1439.122800151309,1.0101010099683911,Hindu,domestic_PIs,66.04072398190046,1.0101010099683911
I0,1.515582790421858,1438.978887873183,1.000000000000007,Hindu,domestic_PIs,66.04072398190046,1.000000000000007
d,0.0025844453130496,807.8236987915977,-2.12566297453164,Islamic,domestic_PIs,126.52032520325204,2.12566297453164
r,0.0014100136163506,833.7052989879256,1.0101010098167873,Islamic,domestic_PIs,126.52032520325204,1.0101010098167873
I0,1.1637804656881383,833.6219284603726,1.0000000000000138,Islamic,domestic_PIs,126.52032520325204,1.0000000000000138
d,0.0133978920453826,139.30804954297616,-2.6406102605924184,Japanese,domestic_PIs,50.47533632286996,2.6406102605924184
r,0.0099256762887307,144.53172101339274,1.0101010100583,Japanese,domestic_PIs,50.47533632286996,1.0101010100583
I0,1.420229325529844,144.51726784135252,1.000000000000009,Japanese,domestic_PIs,50.47533632286996,1.000000000000009
d,0.0052950099891291,362.3046215016588,-2.2528577904354554,Other Civilizations,domestic_PIs,104.59615384615384,2.2528577904354554
r,0.0030987890106644,374.3989398262584,1.010101010096882,Other Civilizations,domestic_PIs,104.59615384615384,1.010101010096882
I0,1.1485814871393143,374.3614999322911,1.0000000000000064,Other Civilizations,domestic_PIs,104.59615384615384,1.0000000000000064
d,0.0033680345453574,426.0029655173821,-2.2712270344372865,Other Western,domestic_PIs,57.16981132075472,2.2712270344372865
r,0.0020012390516512,440.3063833886097,1.0101010100073593,Other Western,domestic_PIs,57.16981132075472,1.0101010100073593
I0,0.8723467459182142,440.262352750679,0.9999999999999966,Other Western,domestic_PIs,57.16981132075472,0.9999999999999966
d,0.0026460027216252,1662.4574837103155,-2.0743691950087983,Sinic,domestic_PIs,112.34408602150538,2.0743691950087983
r,0.0014040879746062,1714.8217169888833,1.0101010098947771,Sinic,domestic_PIs,112.34408602150538,1.0101010098947771
I0,2.3836829463902283,1714.650234820685,0.999999999999988,Sinic,domestic_PIs,112.34408602150538,0.999999999999988
d,0.0068112401162406,699.432761360205,-2.234609552307986,United States,domestic_PIs,132.49329758713137,2.234609552307986
r,0.0039562805261539,722.646056556346,1.010101010026547,United States,domestic_PIs,132.49329758713137,1.010101010026547
I0,2.8304006158559254,722.573791951223,0.9999999999999954,United States,domestic_PIs,132.49329758713137,0.9999999999999954
